student_id,carrera,semestre,horas_sueno,horas_estudio,asistencia_pct,actividad_fisica_min,cafe_tazas,estres_escala,uso_redes_horas,promedio_previo,calificacion_final,aprobacion,beca,trabaja,genero,grupo
STU-01354,Matematicas,1,7.5,5.5,75.0,64,1,3,0.4,69.6,63.1,0,no,8.8,hombre,B
STU-01355,Matematicas,9,6.1,11.2,74.0,32,0,6,3.3,93.1,98.4,1,si,0.0,hombre,E
STU-01356,Economia,1,7.1,0.8,57.8,75,4,9,6.0,81.7,40.1,0,no,26.6,mujer,B
STU-01357,Economia,2,8.5,6.8,80.2,101,0,6,4.0,96.0,84.6,1,no,0.0,hombre,D
STU-01358,Estadistica,7,5.2,3.8,59.8,9,3,10,2.5,87.0,36.5,0,no,17.5,mujer,A
STU-01359,Estadistica,5,7.3,6.2,93.0,77,3,6,1.4,84.5,87.7,1,no,21.0,mujer,F
STU-01360,Estadistica,4,4.9,4.5,66.9,0,6,6,1.7,72.3,58.2,0,no,26.5,hombre,F
STU-01361,Actuaria,9,8.7,9.3,96.0,102,1,5,0.7,82.4,87.3,1,si,0.0,mujer,C
STU-01362,Actuaria,8,6.1,7.9,66.0,13,2,6,3.4,89.7,81.3,1,no,10.7,hombre,E
STU-01363,Estadistica,9,7.7,11.2,100.0,141,0,5,2.3,80.5,94.5,1,si,0.0,mujer,F
STU-01364,Economia,8,7.6,7.6,78.3,37,0,8,2.4,82.9,68.9,0,no,0.0,mujer,E
STU-01365,Ciencia de Datos,2,7.1,5.9,82.3,39,2,5,1.0,74.2,66.3,0,si,0.0,mujer,A
STU-01366,Ciencia de Datos,3,7.1,8.1,91.1,39,0,4,1.6,84.6,82.3,1,si,0.0,hombre,E
STU-01367,Estadistica,1,7.9,5.8,74.9,28,1,5,2.6,75.5,65.2,0,si,0.0,mujer,B
STU-01368,Estadistica,1,7.6,8.6,79.0,20,1,3,1.7,81.3,76.8,1,no,0.0,hombre,D
STU-01369,Actuaria,3,8.4,3.6,70.3,47,2,6,1.9,78.4,71.9,1,no,13.9,hombre,F
STU-01370,Economia,8,7.8,9.2,88.3,38,1,3,0.7,90.4,88.8,1,si,0.0,mujer,F
STU-01371,Actuaria,6,7.3,7.0,85.7,10,3,5,1.4,87.7,83.8,1,no,0.0,mujer,C
STU-01372,Actuaria,5,8.8,11.7,95.1,54,2,7,2.1,95.6,95.3,1,no,3.1,hombre,E
STU-01373,Actuaria,7,7.3,5.7,84.0,36,0,5,2.2,81.1,74.8,1,no,0.0,hombre,E
STU-01374,Ciencia de Datos,8,7.2,9.9,100.0,96,2,6,3.2,83.0,90.1,1,no,0.0,hombre,B
STU-01375,Actuaria,9,6.1,10.4,92.5,47,2,8,4.2,80.5,81.4,1,si,0.0,hombre,D
STU-01376,Estadistica,7,6.9,8.8,74.7,16,0,8,2.6,94.7,99.9,1,si,0.0,hombre,F
STU-01377,Actuaria,5,6.7,0.5,66.9,35,1,5,6.8,76.9,70.1,1,si,16.9,hombre,A
STU-01378,Estadistica,6,6.7,4.3,77.3,1,2,8,1.3,55.5,55.0,0,no,9.0,hombre,B
STU-01379,Economia,4,6.8,8.3,75.1,22,0,6,2.6,89.7,88.2,1,no,0.0,mujer,C
STU-01380,Economia,2,6.0,5.5,70.3,40,1,7,2.6,77.3,52.0,0,no,0.0,mujer,B
STU-01381,Ciencia de Datos,7,6.8,10.4,83.7,149,1,5,3.0,95.6,95.9,1,no,0.0,mujer,A
STU-01382,Estadistica,4,8.2,5.7,61.7,0,2,6,4.4,88.5,73.9,1,si,13.3,hombre,B
STU-01383,Actuaria,9,7.8,6.8,68.1,36,0,7,1.9,82.0,59.4,0,no,0.0,hombre,B
STU-01384,Estadistica,8,5.8,8.5,71.6,29,0,7,3.0,79.0,70.1,1,no,0.0,hombre,C
STU-01385,Ciencia de Datos,9,6.3,7.4,100.0,86,0,5,3.4,76.4,89.6,1,no,0.0,mujer,B
STU-01386,Ciencia de Datos,9,5.0,9.6,74.2,40,0,9,4.4,86.4,59.6,0,no,25.9,hombre,A
STU-01387,Actuaria,1,8.1,1.2,84.7,53,3,5,2.7,80.7,66.4,0,no,0.0,hombre,A
STU-01388,Estadistica,5,7.8,3.9,68.7,49,2,8,2.4,72.1,57.4,0,no,19.5,hombre,E
STU-01389,Estadistica,1,7.0,6.2,84.1,58,1,4,3.2,74.9,73.5,1,si,0.0,hombre,E
STU-01390,Matematicas,2,6.2,9.0,79.3,61,0,6,2.3,63.5,64.1,0,si,0.0,mujer,F
STU-01391,Actuaria,2,7.3,0.9,72.2,58,0,4,6.0,69.4,58.5,0,si,17.0,hombre,D
STU-01392,Estadistica,5,8.2,7.1,91.9,13,0,5,0.8,77.9,66.1,0,no,11.4,hombre,A
STU-01393,Ciencia de Datos,4,7.4,1.4,62.6,46,0,6,3.3,73.2,61.3,0,no,14.9,mujer,E
STU-01394,Estadistica,9,6.6,7.4,76.0,20,3,7,2.6,88.9,83.3,1,si,0.0,hombre,B
STU-01395,Estadistica,7,7.2,10.2,66.6,21,2,9,1.9,90.4,84.0,1,no,24.1,hombre,C
STU-01396,Economia,4,5.7,7.3,79.4,90,1,5,9.0,91.4,71.1,1,no,18.5,hombre,A
STU-01397,Estadistica,6,7.4,7.8,76.2,77,2,7,2.5,82.2,80.5,1,no,10.8,mujer,F
STU-01398,Estadistica,4,7.5,7.3,100.0,136,0,4,1.1,86.4,90.7,1,no,0.0,mujer,F
STU-01399,Estadistica,7,7.7,13.2,74.9,64,0,6,1.6,88.7,86.5,1,no,0.0,prefiere_no_decir,A
STU-01400,Actuaria,7,6.9,5.1,71.5,67,0,8,1.6,82.0,66.0,0,no,0.0,hombre,B
STU-01401,Matematicas,5,5.0,7.7,91.3,28,1,6,4.0,71.1,66.1,0,no,0.0,mujer,B
STU-01402,Estadistica,2,3.6,6.4,76.2,69,5,7,8.4,85.5,48.5,0,si,20.5,hombre,C
STU-01403,Estadistica,9,7.1,11.9,71.6,35,0,8,4.5,95.8,84.3,1,no,0.0,hombre,C
STU-01404,Economia,4,6.2,7.2,85.2,83,2,5,1.5,80.6,71.1,1,no,18.8,mujer,B
STU-01405,Ciencia de Datos,2,6.7,7.7,84.3,59,3,4,0.5,82.0,78.2,1,si,8.9,prefiere_no_decir,F
STU-01406,Actuaria,7,6.0,8.1,84.5,25,3,7,3.3,92.3,94.6,1,no,0.0,mujer,D
STU-01407,Estadistica,1,7.9,7.2,73.3,56,0,6,1.3,80.0,68.5,0,no,0.0,hombre,A
STU-01408,Matematicas,5,4.5,9.8,76.7,55,2,4,0.8,76.6,71.5,1,no,4.0,mujer,B
STU-01409,Matematicas,9,7.4,8.2,84.8,22,0,5,2.8,85.7,82.1,1,si,0.0,mujer,D
STU-01410,Matematicas,4,8.0,5.4,70.0,74,1,7,4.4,89.9,79.4,1,no,0.0,mujer,F
STU-01411,Economia,1,7.0,2.2,75.7,74,4,5,1.7,60.9,48.1,0,no,0.0,mujer,A
STU-01412,Economia,6,6.9,3.6,62.7,35,3,8,4.9,88.6,57.5,0,no,28.0,mujer,C
STU-01413,Matematicas,9,6.9,7.0,72.0,41,1,7,1.6,90.9,80.9,1,no,0.0,mujer,C
STU-01414,Estadistica,1,5.9,4.9,82.3,0,1,6,3.8,62.9,49.2,0,no,0.0,hombre,A
STU-01415,Estadistica,7,7.3,9.8,96.4,129,2,4,2.7,98.0,89.2,1,no,0.0,hombre,C
STU-01416,Matematicas,7,6.3,12.1,73.0,26,4,9,1.5,87.0,69.9,0,si,18.1,mujer,E
STU-01417,Matematicas,2,7.8,5.9,75.5,37,1,7,4.2,86.3,73.2,1,no,0.0,hombre,F
STU-01418,Estadistica,4,7.9,8.3,95.6,27,2,7,1.0,72.4,55.5,0,no,3.8,mujer,A
STU-01419,Actuaria,8,7.1,7.8,93.8,87,2,7,1.0,79.2,81.4,1,si,0.0,mujer,E
STU-01420,Actuaria,9,6.5,9.4,77.7,92,1,5,2.4,75.8,78.9,1,no,0.0,hombre,F
STU-01421,Estadistica,5,7.3,7.8,69.6,50,1,6,0.2,73.7,85.0,1,no,21.4,mujer,F
STU-01422,Estadistica,1,5.2,3.0,71.1,28,3,9,2.7,79.2,43.1,0,no,22.6,mujer,C
STU-01423,Matematicas,6,7.4,5.9,70.9,57,3,6,1.4,83.4,69.9,0,no,18.0,mujer,F
STU-01424,Actuaria,5,6.6,3.2,57.4,21,3,6,4.5,86.1,61.4,0,no,32.0,mujer,E
STU-01425,Economia,2,7.0,2.2,66.0,42,2,8,3.0,87.8,66.0,0,si,31.8,hombre,C
STU-01426,Matematicas,7,7.0,9.4,70.3,37,3,8,4.3,77.2,54.0,0,si,18.7,hombre,A
STU-01427,Estadistica,7,7.0,4.8,65.5,17,0,6,1.8,80.1,68.7,0,si,15.8,mujer,C
STU-01428,Matematicas,3,7.6,7.6,91.9,77,0,4,1.8,71.6,77.7,1,si,0.0,hombre,D
STU-01429,Ciencia de Datos,9,5.4,10.4,79.4,40,4,8,7.9,93.4,77.2,1,no,17.4,hombre,B
STU-01430,Estadistica,2,6.4,3.3,83.2,36,4,5,4.7,86.2,78.7,1,no,0.0,prefiere_no_decir,C
STU-01431,Matematicas,9,8.3,11.0,91.9,97,2,8,1.1,87.8,82.0,1,no,21.6,mujer,C
STU-01432,Actuaria,7,7.9,8.6,90.0,83,0,6,1.9,86.0,79.2,1,no,17.1,mujer,E
STU-01433,Estadistica,5,7.2,8.6,87.1,38,1,6,2.0,92.0,81.2,1,no,0.0,hombre,E
STU-01434,Matematicas,3,8.3,7.3,89.3,40,2,7,5.1,86.3,81.3,1,no,0.0,mujer,E
STU-01435,Actuaria,6,8.7,9.2,75.0,41,3,5,2.8,86.6,85.7,1,si,0.0,mujer,C
STU-01436,Ciencia de Datos,6,5.9,14.5,81.9,52,1,7,3.8,92.6,98.6,1,si,5.9,hombre,E
STU-01437,Matematicas,9,6.9,5.7,80.3,65,0,4,0.1,94.7,96.8,1,si,0.0,mujer,B
STU-01438,Estadistica,4,6.0,7.4,82.3,22,1,4,1.3,78.3,80.7,1,no,0.0,no_binario,C
STU-01439,Matematicas,3,6.9,11.4,91.5,6,1,5,1.4,78.8,71.0,1,no,0.0,mujer,C
STU-01440,Matematicas,9,5.7,10.6,75.2,34,3,7,1.0,79.9,77.5,1,no,18.6,hombre,B
STU-01441,Economia,7,6.3,7.7,85.9,41,1,5,6.4,85.3,81.4,1,no,0.0,hombre,D
STU-01442,Matematicas,2,8.2,4.3,68.8,36,2,5,2.6,83.3,65.8,0,no,0.0,mujer,C
STU-01443,Actuaria,5,5.9,9.1,73.7,8,1,5,1.7,83.7,76.3,1,si,15.1,hombre,C
STU-01444,Matematicas,5,7.9,3.5,86.3,50,0,4,2.6,76.4,59.6,0,no,0.0,hombre,B
STU-01445,Estadistica,3,9.7,6.4,84.3,130,1,5,5.1,81.8,72.5,1,no,0.0,mujer,A
STU-01446,Ciencia de Datos,1,7.6,5.3,83.8,97,1,4,2.4,85.4,64.6,0,no,0.0,hombre,D
STU-01447,Ciencia de Datos,8,7.8,10.4,96.3,92,1,5,1.7,92.2,95.7,1,no,0.0,hombre,F
STU-01448,Ciencia de Datos,8,6.9,8.4,64.5,0,5,8,2.7,87.0,70.5,1,no,16.0,mujer,B
STU-01449,Estadistica,4,7.7,9.1,100.0,89,0,3,1.3,80.3,93.2,1,si,0.0,hombre,C
STU-01450,Actuaria,1,6.2,6.7,63.9,42,0,6,2.5,64.6,57.9,0,no,14.8,hombre,B
STU-01451,Ciencia de Datos,5,4.7,7.5,74.0,21,2,7,1.4,83.4,54.3,0,si,17.9,hombre,F
STU-01452,Estadistica,1,7.3,8.0,82.0,49,1,6,2.2,73.9,62.3,0,si,0.0,mujer,B
STU-01453,Matematicas,1,5.7,8.1,83.1,23,1,6,0.5,84.6,67.7,0,no,23.5,mujer,D
STU-01454,Economia,2,6.9,0.5,74.2,35,2,6,0.5,70.9,53.5,0,si,14.0,hombre,F
STU-01455,Actuaria,9,7.0,10.4,82.5,131,0,6,3.8,78.0,82.0,1,si,0.0,mujer,D
STU-01456,Actuaria,2,8.0,1.2,68.1,59,1,7,5.0,74.9,53.6,0,no,22.1,hombre,B
STU-01457,Matematicas,5,7.4,4.6,74.9,50,0,6,2.1,71.9,66.1,0,no,0.0,hombre,A
STU-01458,Matematicas,5,5.8,7.3,79.7,59,1,6,3.9,81.8,75.7,1,no,0.0,hombre,E
STU-01459,Actuaria,2,8.3,8.0,90.0,14,1,7,3.2,88.2,77.1,1,si,0.0,hombre,C
STU-01460,Economia,8,8.1,11.6,78.4,40,3,5,5.3,100.0,100.0,1,no,0.0,hombre,E
STU-01461,Actuaria,4,7.4,4.5,73.0,93,1,5,1.3,100.0,72.1,1,no,9.4,mujer,F
STU-01462,Actuaria,3,6.8,3.8,76.4,41,0,5,1.0,87.1,78.2,1,si,8.0,hombre,F
STU-01463,Matematicas,9,6.5,9.3,88.5,75,4,9,2.2,100.0,88.5,1,no,21.7,hombre,C
STU-01464,Estadistica,9,7.2,10.5,85.3,0,0,9,3.2,82.1,73.9,1,no,9.7,mujer,B
STU-01465,Estadistica,8,7.3,14.4,100.0,192,1,3,0.9,85.7,100.0,1,no,0.0,mujer,E
STU-01466,Actuaria,3,7.6,5.7,95.6,58,1,6,1.8,81.1,73.6,1,no,15.7,mujer,B
STU-01467,Economia,9,6.1,1.4,72.9,42,3,8,2.8,84.6,61.2,0,no,21.0,mujer,D
STU-01468,Actuaria,8,6.8,5.9,70.1,5,3,6,4.7,70.5,56.1,0,no,7.3,mujer,A
STU-01469,Matematicas,8,8.2,11.2,78.1,4,0,7,1.8,87.1,84.9,1,no,0.0,mujer,A
STU-01470,Estadistica,5,6.7,7.4,61.2,10,0,5,0.8,82.9,71.9,1,no,15.4,mujer,A
STU-01471,Matematicas,6,7.0,11.0,86.0,39,1,4,0.6,82.2,83.8,1,no,0.0,no_binario,B
STU-01472,Ciencia de Datos,1,7.4,2.1,95.4,99,1,3,2.4,69.5,67.1,0,no,0.0,mujer,C
STU-01473,Economia,8,8.6,9.5,77.3,0,2,7,1.7,81.4,68.0,0,no,0.0,hombre,E
STU-01474,Estadistica,7,7.1,6.8,96.1,152,2,5,2.6,85.4,80.7,1,no,16.2,hombre,B
STU-01475,Ciencia de Datos,6,5.7,5.1,89.6,73,4,8,1.8,77.5,61.9,0,no,23.9,hombre,F
STU-01476,Actuaria,3,5.9,8.2,73.1,25,1,5,3.9,77.5,66.3,0,no,0.0,hombre,C
STU-01477,Matematicas,8,7.2,10.8,76.9,16,4,5,2.1,90.9,88.8,1,no,15.0,mujer,E
STU-01478,Economia,1,7.9,7.3,91.4,66,0,7,6.2,79.8,55.5,0,no,0.0,no_binario,B
STU-01479,Estadistica,3,6.1,7.9,93.3,73,2,6,7.6,90.0,76.1,1,no,16.2,hombre,C
STU-01480,Estadistica,1,8.9,4.5,74.0,67,2,2,0.5,81.8,74.9,1,no,0.0,mujer,E
STU-01481,Actuaria,4,6.3,0.5,63.6,93,1,6,1.4,74.1,49.6,0,no,7.4,mujer,C
STU-01482,Estadistica,8,8.3,10.0,70.1,33,0,5,4.1,86.1,81.6,1,no,0.0,hombre,C
STU-01483,Estadistica,2,5.3,2.9,62.9,35,3,6,2.2,79.9,56.6,0,no,20.7,hombre,E
STU-01484,Actuaria,2,6.4,3.2,70.9,74,1,5,2.1,100.0,75.0,1,no,21.1,hombre,C
STU-01485,Actuaria,6,6.5,3.6,69.5,91,0,7,2.7,71.6,52.7,0,no,31.7,hombre,B
STU-01486,Ciencia de Datos,9,6.9,9.3,85.5,72,0,6,1.3,97.2,88.8,1,no,13.2,hombre,B
STU-01487,Actuaria,2,5.2,2.9,79.6,53,1,9,2.5,77.2,39.1,0,si,36.4,hombre,A
STU-01488,Ciencia de Datos,9,6.5,8.6,94.0,23,0,5,0.1,92.6,79.7,1,si,6.8,no_binario,B
STU-01489,Economia,5,5.4,7.5,84.7,86,1,6,0.7,76.8,68.3,0,no,0.0,mujer,F
STU-01490,Estadistica,9,7.3,10.4,90.7,30,0,6,0.7,94.4,94.2,1,si,0.0,hombre,C
STU-01491,Economia,6,9.2,10.4,79.1,22,1,5,0.5,90.1,67.2,0,no,0.0,hombre,D
STU-01492,Matematicas,9,8.1,7.7,90.9,103,4,5,1.4,82.1,83.5,1,si,0.0,hombre,E
STU-01493,Estadistica,5,6.0,4.2,71.0,25,3,7,4.7,68.4,47.4,0,no,0.0,mujer,B
STU-01494,Actuaria,2,6.4,5.5,84.7,30,1,5,2.3,73.2,65.2,0,no,16.7,mujer,F
STU-01495,Actuaria,8,6.7,5.3,68.1,43,5,8,2.0,85.7,77.9,1,no,18.2,hombre,C
STU-01496,Ciencia de Datos,5,6.7,10.1,100.0,110,0,3,3.3,93.3,100.0,1,no,0.0,hombre,C
STU-01497,Estadistica,4,7.5,11.3,89.1,40,1,5,6.0,72.8,87.2,1,no,0.0,mujer,F
STU-01498,Estadistica,4,9.1,5.9,86.5,39,2,6,2.6,78.6,70.4,1,si,18.5,mujer,B
STU-01499,Actuaria,4,9.4,4.4,82.6,19,2,7,1.6,65.5,62.9,0,no,0.0,hombre,F
STU-01500,Actuaria,7,8.2,11.4,98.3,125,0,6,0.9,98.6,88.5,1,no,0.0,hombre,F
STU-01501,Estadistica,6,7.9,7.1,88.3,43,2,5,4.7,77.5,74.7,1,no,0.0,mujer,C
STU-01502,Actuaria,2,8.0,4.6,70.5,106,1,6,1.3,68.9,63.0,0,si,10.4,hombre,F
STU-01503,Matematicas,1,8.7,5.6,75.3,43,0,6,1.7,76.6,66.9,0,no,20.6,mujer,F
STU-01504,Estadistica,8,6.8,4.3,67.6,63,4,8,3.3,80.9,53.7,0,no,23.2,hombre,F
STU-01505,Matematicas,3,7.0,7.2,68.7,40,0,5,1.2,79.5,72.3,1,no,0.0,mujer,E
STU-01506,Estadistica,6,6.7,10.3,100.0,118,3,5,1.9,98.1,84.8,1,si,0.0,mujer,D
STU-01507,Actuaria,6,6.2,10.5,82.6,0,4,6,2.3,74.9,73.7,1,no,0.0,hombre,B
STU-01508,Matematicas,5,7.9,8.1,84.3,58,2,6,0.1,94.3,91.5,1,si,0.0,hombre,D
STU-01509,Matematicas,6,9.4,6.4,68.1,40,1,6,2.6,79.9,59.3,0,no,0.0,mujer,E
STU-01510,Estadistica,7,8.7,7.8,61.0,41,0,8,2.5,82.5,66.9,0,no,25.9,hombre,D
STU-01511,Ciencia de Datos,6,7.6,5.2,81.3,42,0,5,0.1,87.4,80.1,1,no,14.6,mujer,B
STU-01512,Matematicas,1,7.9,4.9,57.1,31,2,3,2.1,78.0,64.3,0,no,9.9,mujer,C
STU-01513,Economia,5,7.1,5.2,65.5,50,0,7,3.1,70.5,74.9,1,no,0.0,mujer,E
STU-01514,Ciencia de Datos,5,7.5,11.4,81.8,34,2,7,1.1,86.2,95.7,1,no,0.0,hombre,F
STU-01515,Estadistica,9,6.6,9.8,82.8,14,2,5,1.0,93.7,90.2,1,no,0.0,hombre,E
STU-01516,Actuaria,1,7.4,2.4,80.5,61,2,6,1.4,62.1,50.5,0,no,22.1,hombre,B
STU-01517,Estadistica,4,8.2,6.8,97.5,107,1,3,3.7,78.0,73.6,1,no,0.0,mujer,D
STU-01518,Estadistica,1,6.6,4.5,70.5,40,2,4,4.5,82.7,72.3,1,si,0.0,hombre,E
STU-01519,Matematicas,1,7.7,11.0,88.2,26,2,4,2.5,87.6,92.3,1,si,0.0,mujer,B
STU-01520,Ciencia de Datos,3,6.2,6.9,87.6,21,0,5,4.1,92.6,72.1,1,no,0.0,hombre,E
STU-01521,Ciencia de Datos,5,8.0,4.9,70.2,91,0,3,0.1,63.1,64.8,0,no,0.0,mujer,E
STU-01522,Actuaria,6,5.6,3.3,92.6,59,1,5,1.5,81.1,56.4,0,si,0.0,mujer,C
STU-01523,Ciencia de Datos,6,8.0,9.0,85.7,60,2,3,1.9,81.2,78.6,1,no,0.0,hombre,F
STU-01524,Matematicas,7,5.4,9.4,92.4,15,3,7,0.8,79.6,72.1,1,no,0.0,mujer,C
STU-01525,Economia,2,5.4,6.4,94.4,82,3,5,1.3,82.9,66.9,0,si,27.3,hombre,A
STU-01526,Actuaria,6,6.5,11.2,73.2,27,1,6,0.1,89.3,88.4,1,no,0.0,hombre,A
STU-01527,Actuaria,1,8.7,2.3,80.3,71,0,4,0.9,100.0,71.0,1,no,0.0,hombre,F
STU-01528,Estadistica,5,6.2,5.8,76.5,41,1,8,6.1,79.7,77.4,1,si,11.7,hombre,E
STU-01529,Ciencia de Datos,6,6.9,11.4,100.0,123,1,6,1.5,82.9,97.5,1,no,0.0,mujer,C
STU-01530,Matematicas,1,6.6,1.8,72.1,56,3,4,2.0,76.8,66.9,0,no,0.0,mujer,E
STU-01531,Economia,8,8.3,9.3,90.7,53,0,6,3.2,86.8,86.5,1,no,0.0,hombre,E
STU-01532,Ciencia de Datos,2,7.4,4.1,87.4,80,0,5,3.3,98.4,87.5,1,no,5.7,hombre,D
STU-01533,Actuaria,4,6.8,8.5,84.7,23,0,6,0.5,86.3,88.7,1,si,0.0,hombre,C
STU-01534,Matematicas,7,6.2,4.4,75.1,31,0,7,2.8,79.1,69.3,0,si,22.9,mujer,C
STU-01535,Matematicas,7,6.8,6.7,77.8,18,0,6,1.8,72.6,76.4,1,no,0.0,hombre,D
STU-01536,Economia,7,6.5,6.6,93.6,118,1,7,3.4,67.6,74.2,1,si,19.3,mujer,B
STU-01537,Estadistica,9,5.9,8.4,76.2,65,4,7,2.0,87.7,67.2,0,no,17.3,hombre,F
STU-01538,Matematicas,9,7.2,8.5,87.3,35,0,7,0.7,92.8,84.0,1,no,0.0,mujer,F
STU-01539,Estadistica,1,7.0,4.8,66.2,67,3,6,3.0,79.6,79.6,1,si,22.6,hombre,D
STU-01540,Economia,5,7.8,5.6,74.8,23,2,5,3.2,76.1,71.9,1,no,0.0,mujer,B
STU-01541,Estadistica,3,9.4,2.9,78.7,52,2,3,3.2,76.5,64.2,0,si,0.0,hombre,F
STU-01542,Estadistica,8,7.0,10.0,82.4,48,2,6,2.4,100.0,90.2,1,no,0.0,mujer,F
STU-01543,Estadistica,5,8.6,6.2,66.4,16,1,6,0.9,68.1,50.7,0,si,0.0,mujer,B
STU-01544,Ciencia de Datos,7,5.1,6.4,77.3,99,1,9,3.2,83.6,60.2,0,no,25.6,mujer,A
STU-01545,Estadistica,9,7.2,9.8,77.1,27,1,6,4.4,74.3,79.9,1,no,0.0,hombre,D
STU-01546,Ciencia de Datos,2,7.8,2.1,70.7,51,1,6,3.2,73.0,70.0,1,no,0.0,no_binario,C
STU-01547,Economia,4,6.4,6.5,78.8,45,2,6,2.7,89.9,72.4,1,si,0.0,mujer,E
STU-01548,Estadistica,2,7.5,9.1,85.5,56,0,6,2.4,80.6,79.4,1,si,0.0,hombre,E
STU-01549,Estadistica,6,6.8,7.6,77.7,75,0,5,2.6,100.0,85.2,1,no,0.0,hombre,B
STU-01550,Estadistica,3,7.1,5.8,72.1,44,1,7,2.0,77.0,75.9,1,no,22.5,mujer,A
STU-01551,Actuaria,2,5.4,1.1,61.8,40,1,5,4.7,77.7,53.5,0,si,20.1,mujer,D
STU-01552,Economia,5,7.5,5.4,66.9,23,4,7,4.4,80.7,69.5,0,no,14.6,mujer,C
STU-01553,Matematicas,6,6.5,5.5,69.6,0,4,6,1.4,79.3,62.3,0,si,23.9,hombre,C
STU-01554,Actuaria,3,5.9,4.6,78.9,14,1,6,0.7,77.6,64.3,0,no,15.5,hombre,D
STU-01555,Matematicas,2,8.4,5.3,84.2,64,0,5,1.8,77.7,75.3,1,si,0.0,hombre,E
STU-01556,Actuaria,6,7.3,6.0,75.3,52,2,7,2.7,87.6,71.2,1,si,0.0,mujer,C
STU-01557,Economia,7,7.3,4.2,70.8,51,4,9,1.9,69.2,44.7,0,no,11.1,hombre,E
STU-01558,Ciencia de Datos,4,7.8,5.1,48.7,92,4,9,4.3,75.1,43.5,0,no,11.8,hombre,D
STU-01559,Ciencia de Datos,7,6.4,3.7,77.6,63,1,5,4.2,93.8,71.3,1,si,19.4,hombre,A
STU-01560,Actuaria,4,7.8,5.2,74.4,86,2,5,1.1,81.6,65.5,0,no,17.7,hombre,F
STU-01561,Estadistica,5,7.6,7.4,79.5,52,3,7,1.7,96.7,68.0,0,no,0.0,mujer,C
STU-01562,Estadistica,5,8.0,6.1,80.1,26,1,6,3.6,81.0,68.5,0,no,17.3,mujer,F
STU-01563,Ciencia de Datos,3,7.5,6.4,86.5,41,1,4,1.5,93.0,81.7,1,si,0.0,mujer,A
STU-01564,Matematicas,3,8.1,7.9,94.5,65,0,3,2.1,86.0,76.5,1,no,0.0,mujer,B
STU-01565,Actuaria,5,7.8,9.8,89.0,93,1,4,2.1,89.1,86.5,1,no,0.0,mujer,A
STU-01566,Estadistica,1,7.5,6.1,98.5,110,0,4,1.0,69.2,77.0,1,no,0.0,hombre,F
STU-01567,Economia,8,6.4,6.0,100.0,205,0,6,9.0,90.3,86.1,1,si,0.0,hombre,D
STU-01568,Matematicas,6,7.8,5.1,95.8,111,1,4,2.0,76.2,72.4,1,si,0.0,mujer,D
STU-01569,Matematicas,4,8.5,5.3,79.9,65,2,5,2.9,81.9,68.9,0,no,8.1,mujer,A
STU-01570,Estadistica,7,5.4,10.7,81.8,78,2,5,2.2,81.4,84.6,1,no,0.0,hombre,C
STU-01571,Estadistica,6,8.3,7.1,61.4,38,0,5,5.9,89.8,81.2,1,no,0.0,hombre,A
STU-01572,Ciencia de Datos,2,7.8,7.8,92.0,137,2,4,0.6,94.3,100.0,1,no,0.0,mujer,F
STU-01573,Economia,3,7.5,0.5,63.9,62,3,5,4.3,91.5,46.4,0,si,16.4,mujer,A
STU-01574,Estadistica,1,8.3,4.5,87.7,124,1,5,2.8,80.0,77.0,1,no,13.7,hombre,A
STU-01575,Matematicas,2,7.1,7.3,69.9,0,0,4,4.0,73.0,72.0,1,si,0.0,hombre,A
STU-01576,Matematicas,8,7.4,8.6,83.5,143,3,5,2.0,70.2,78.7,1,no,0.0,hombre,D
STU-01577,Estadistica,3,6.6,4.7,80.4,62,1,5,0.9,94.0,82.1,1,si,16.1,mujer,F
STU-01578,Economia,2,7.1,6.0,81.8,25,0,5,2.3,85.2,81.2,1,si,13.9,mujer,C
STU-01579,Matematicas,9,6.9,10.9,100.0,32,3,7,4.3,82.6,86.7,1,si,0.0,mujer,B
STU-01580,Estadistica,1,7.0,5.7,72.4,105,0,5,3.6,70.1,62.0,0,si,19.8,mujer,A
STU-01581,Estadistica,7,8.0,5.8,81.7,118,1,5,2.5,82.8,82.2,1,si,22.1,prefiere_no_decir,B
STU-01582,Ciencia de Datos,5,7.6,8.8,84.9,26,1,4,0.1,85.8,88.5,1,no,0.0,hombre,E
STU-01583,Economia,3,6.1,4.4,82.4,46,3,7,3.8,94.0,75.3,1,no,8.2,mujer,D
STU-01584,Ciencia de Datos,3,7.2,4.7,100.0,182,1,3,4.7,64.2,59.5,0,no,14.4,mujer,F
STU-01585,Estadistica,7,6.4,4.1,66.9,102,6,7,2.9,75.5,59.9,0,si,25.3,mujer,C
STU-01586,Actuaria,2,7.6,5.7,80.5,126,0,3,1.3,82.4,73.0,1,no,0.0,hombre,B
STU-01587,Matematicas,2,5.0,6.8,81.6,89,2,8,3.8,67.7,53.6,0,no,29.9,no_binario,B
STU-01588,Actuaria,8,6.4,6.2,69.8,55,3,9,2.0,94.4,72.9,1,si,29.2,mujer,F
STU-01589,Ciencia de Datos,9,8.0,11.8,100.0,53,1,4,2.5,94.7,100.0,1,no,0.0,mujer,B
STU-01590,Ciencia de Datos,2,6.8,7.4,74.6,27,1,6,4.8,73.6,76.0,1,si,6.4,mujer,C
